order_id,customer_id,order_date,order_value
O0000157,C00058,2023-12-13,267.85
O0000158,C00058,2025-07-19,244.85
O0000159,C00058,2025-10-03,238.48
O0000160,C00059,2023-08-09,184.42
O0000161,C00060,2023-06-18,174.13
O0000162,C00060,2023-12-24,201.22
O0000163,C00061,2024-01-13,299.5
O0000164,C00062,2024-10-03,235.54
O0000165,C00062,2024-11-22,296.49
O0000166,C00062,2025-04-16,304.79
O0000167,C00062,2025-05-19,173.93
O0000168,C00062,2025-05-21,51.95
O0000169,C00062,2025-12-02,143.64
O0000170,C00063,2023-04-22,284.25
O0000171,C00064,2023-08-18,212.51
O0000172,C00064,2023-08-24,228.07
O0000173,C00064,2024-10-21,290.46
O0000174,C00065,2023-02-09,116.78
O0000175,C00065,2024-07-28,263.59
O0000176,C00065,2024-10-12,217.01
O0000177,C00065,2024-11-16,282.84
O0000178,C00066,2023-10-25,313.85
O0000179,C00067,2023-09-03,234.42
O0000180,C00067,2023-10-03,178.03
O0000181,C00067,2023-11-05,157.22
O0000182,C00067,2024-03-27,352.68
O0000183,C00067,2024-05-05,224.62
O0000184,C00067,2024-12-18,164.44
O0000185,C00068,2024-07-10,163.76
O0000186,C00069,2023-03-02,157.58
O0000187,C00069,2023-12-10,-171.56
O0000188,C00069,2024-01-15,312.93
O0000189,C00069,2024-06-20,190.72
O0000190,C00069,2025-08-02,126.01
O0000191,C00069,2025-10-03,207.4
O0000192,C00070,2023-07-20,194.17
O0000193,C00070,2023-10-02,251.94
O0000194,C00070,2023-10-23,219.96
O0000195,C00070,2024-03-18,329.15
O0000196,C00070,2024-12-21,269.41
O0000197,C00070,2025-01-08,417.51
O0000198,C00071,2023-10-03,228.49
O0000199,C00071,2025-11-13,201.89
O0000200,C00072,2023-02-03,237.07
O0000201,C00073,2023-04-24,245.93
O0000202,C00074,2024-09-05,246.36
O0000203,C00074,2025-10-29,174.56
O0000204,C00075,2023-01-17,166.13
O0000205,C00075,2023-03-04,218.39
O0000206,C00075,2023-09-18,151.28
O0000207,C00075,2023-11-26,274.47
O0000208,C00075,2024-09-09,238.91
O0000209,C00076,2023-02-28,217.03
O0000210,C00076,2025-02-13,313.75
O0000211,C00076,2025-10-17,260.08
O0000212,C00077,2023-03-03,244.08
O0000213,C00077,2023-08-06,239.41
O0000214,C00077,2024-07-14,140.06
O0000215,C00077,2024-11-06,-253.03
O0000216,C00077,2025-07-24,227.47
O0000217,C00078,2025-08-20,271.33
O0000218,C00079,2023-08-12,358.9
O0000219,C00079,2024-03-27,378.49
O0000220,C00079,2024-06-21,167.75
O0000221,C00079,2025-04-21,253.9
O0000222,C00079,2025-08-12,246.13
O0000223,C00080,2023-03-16,199.16
O0000224,C00080,2024-09-10,342.22
O0000225,C00080,2025-05-01,303.76
O0000226,C00080,2025-07-13,238.97
O0000227,C00080,2025-07-31,131.33
O0000228,C00081,2024-07-06,240.88
O0000229,C00081,2025-03-26,263.91
O0000230,C00081,2025-06-23,205.92
O0000231,C00081,2025-07-22,171.0
O0000232,C00081,2025-09-23,305.82
O0000233,C00081,2025-12-13,270.29
O0000234,C00082,2023-12-23,309.17
O0000235,C00082,2024-06-25,180.84
O0000236,C00082,2024-09-29,290.09
O0000237,C00083,2024-07-28,131.49
O0000238,C00084,2023-01-10,410.64
O0000239,C00084,2023-05-09,274.29
O0000240,C00084,2023-10-12,173.94
O0000241,C00084,2023-10-17,237.01
O0000242,C00085,2023-11-18,273.62
O0000243,C00085,2025-08-29,291.97
O0000244,C00085,2025-09-13,174.76
O0000245,C00086,2023-11-07,348.21
O0000246,C00087,2024-06-07,231.27
O0000247,C00087,2025-05-17,135.71
O0000248,C00087,2025-06-15,199.3
O0000249,C00087,2025-10-17,316.21
O0000250,C00088,2023-01-05,211.4
O0000251,C00089,2025-09-20,252.31
O0000252,C00090,2023-02-09,201.31
O0000253,C00090,2024-02-11,328.87
O0000254,C00090,2024-07-18,140.96
O0000255,C00091,2024-07-02,133.05
O0000256,C00092,2023-08-26,250.87
O0000257,C00092,2024-07-15,354.77
O0000258,C00092,2025-06-24,298.48
O0000259,C00092,2025-12-26,164.28
O0000260,C00093,2023-01-23,146.35
O0000261,C00094,2023-07-22,125.54
O0000262,C00094,2024-09-28,82.53
O0000263,C00094,2024-10-08,-293.74
O0000264,C00094,2025-11-01,170.71
O0000265,C00094,2025-12-17,302.65
O0000266,C00095,2023-05-26,253.03
O0000267,C00095,2024-04-02,312.47
O0000268,C00096,2024-06-05,254.45
O0000269,C00097,2023-02-06,256.71
O0000270,C00097,2023-02-17,162.13
O0000271,C00097,2023-04-30,244.29
O0000272,C00097,2024-04-17,195.58
O0000273,C00097,2025-02-10,219.98
O0000274,C00097,2025-12-08,371.71
O0000275,C00098,2023-10-13,97.91
O0000276,C00098,2024-05-06,221.51
O0000277,C00098,2025-07-23,128.56
O0000278,C00098,2025-08-22,260.2
O0000279,C00098,2025-12-14,402.37
O0000280,C00098,2025-12-19,373.94
O0000281,C00099,2023-01-30,307.62
O0000282,C00099,2024-05-07,190.17
O0000283,C00099,2024-08-08,164.8
O0000284,C00099,2024-10-01,159.79
O0000285,C00099,2025-01-16,212.75
O0000286,C00099,2025-12-28,182.99
O0000287,C00100,2023-01-16,120.62
O0000288,C00100,2023-12-10,242.13
O0000289,C00100,2024-11-12,206.35
O0000290,C00100,2025-03-26,53.63
O0000291,C00101,2025-04-10,192.86
O0000292,C00102,2024-11-30,212.15
O0000293,C00103,2025-10-03,315.2
O0000294,C00104,2023-04-14,116.48
O0000295,C00105,2023-06-27,149.83
O0000296,C00105,2023-09-23,-284.55
O0000297,C00105,2025-09-24,-291.86
O0000298,C00105,2025-10-06,252.06
O0000299,C00105,2025-12-06,241.68
O0000300,C00106,2024-05-17,173.72
O0000301,C00106,2025-11-22,196.02
O0000302,C00107,2023-02-24,217.89
O0000303,C00107,2024-01-02,214.63
O0000304,C00107,2025-07-27,278.8
O0000305,C00107,2025-11-17,325.94
O0000306,C00108,2024-11-12,218.33
O0000307,C00109,2024-04-04,194.84
O0000308,C00109,2024-11-05,268.5
O0000309,C00109,2025-01-04,246.16
O0000310,C00110,2023-11-26,194.02
O0000311,C00110,2025-11-30,186.47
O0000312,C00111,2024-10-03,222.37
O0000313,C00112,2023-10-06,283.03
O0000314,C00112,2025-01-24,237.55
O0000315,C00113,2023-01-11,281.45
O0000316,C00113,2023-09-02,307.91
O0000317,C00113,2024-01-10,202.81
O0000318,C00113,2024-05-23,339.44
O0000319,C00113,2025-08-06,252.81
O0000320,C00114,2024-12-12,299.73
O0000321,C00115,2024-01-24,319.38
O0000322,C00115,2024-05-25,216.95
O0000323,C00115,2025-04-27,130.71
O0000324,C00116,2024-06-14,220.48
O0000325,C00117,2025-11-22,-109.85
O0000326,C00118,2023-09-19,180.73
O0000327,C00118,2024-07-29,237.16
O0000328,C00118,2024-10-26,202.19
O0000329,C00118,2024-11-10,192.99
O0000330,C00118,2025-07-27,330.95
O0000331,C00119,2023-01-16,184.69
O0000332,C00119,2023-04-05,233.35
O0000333,C00119,2023-05-07,196.37
O0000334,C00119,2023-08-12,270.93
O0000335,C00119,2025-05-30,231.8
O0000336,C00119,2025-09-02,143.4
O0000337,C00120,2023-05-17,158.4
O0000338,C00120,2023-10-13,203.32
O0000339,C00120,2024-06-09,158.68
O0000340,C00120,2024-07-11,133.02
O0000341,C00120,2025-02-22,211.82
O0000342,C00120,2025-05-24,157.73
O0000343,C00121,2025-11-09,145.01
O0000344,C00122,2025-10-15,398.01
O0000345,C00123,2023-04-30,255.36
O0000346,C00124,2023-11-27,194.85
O0000347,C00124,2025-11-23,211.13
O0000348,C00125,2024-06-15,96.62
O0000349,C00125,2024-08-08,187.65
O0000350,C00125,2024-12-17,260.67
O0000351,C00125,2025-05-24,128.56
O0000352,C00125,2025-10-09,302.31
O0000353,C00125,2025-12-27,367.46
O0000354,C00126,2024-06-25,160.92
O0000355,C00126,2024-07-08,212.45
O0000356,C00126,2024-10-23,251.7
O0000357,C00126,2025-04-24,68.74
O0000358,C00127,2024-03-20,252.05
O0000359,C00127,2024-04-11,253.37
O0000360,C00128,2024-02-18,174.4
O0000361,C00128,2024-04-12,242.06
O0000362,C00128,2025-01-18,243.94
O0000363,C00128,2025-06-22,287.13
O0000364,C00128,2025-12-20,360.47
O0000365,C00129,2024-06-28,185.75
O0000366,C00130,2023-05-17,204.79
O0000367,C00131,2023-12-09,151.07
O0000368,C00131,2024-01-04,261.27
O0000369,C00131,2024-11-02,277.25
O0000370,C00131,2025-08-23,300.01
O0000371,C00131,2025-12-24,219.5
O0000372,C00132,2023-09-09,212.65
O0000373,C00133,2023-12-21,319.44
O0000374,C00133,2024-05-17,267.75
O0000375,C00133,2024-06-10,320.88
O0000376,C00133,2025-07-09,278.85
O0000377,C00134,2025-01-09,-218.83
O0000378,C00135,2023-04-08,337.19
O0000379,C00135,2024-08-07,287.82
O0000380,C00136,2024-07-04,164.48
O0000381,C00137,2023-07-29,250.84
O0000382,C00137,2023-09-21,183.43
O0000383,C00137,2025-01-22,220.0
O0000384,C00137,2025-01-25,214.41
O0000385,C00137,2025-06-08,219.72
O0000386,C00138,2023-04-25,143.29
O0000387,C00138,2024-02-19,95.54
O0000388,C00138,2024-05-23,235.1
O0000389,C00138,2024-07-08,226.08
O0000390,C00139,2024-05-27,211.14
O0000391,C00139,2024-08-06,308.22
O0000392,C00140,2024-10-04,249.73
O0000393,C00140,2024-11-23,236.41
O0000394,C00140,2024-12-13,221.18
O0000395,C00140,2025-05-31,142.07
O0000396,C00140,2025-12-30,132.5
O0000397,C00141,2023-10-22,293.87
O0000398,C00141,2024-10-14,232.25
O0000399,C00141,2025-09-15,229.82
O0000400,C00141,2025-10-02,318.54
O0000401,C00142,2023-03-26,201.22
O0000402,C00142,2024-05-09,219.69
O0000403,C00143,2023-05-08,293.13
O0000404,C00144,2024-03-31,117.85
O0000405,C00144,2024-10-21,309.86
O0000406,C00144,2025-12-18,275.69
O0000407,C00145,2025-03-05,198.55
O0000408,C00146,2025-08-05,238.99
O0000409,C00147,2025-07-11,207.21
O0000410,C00148,2023-08-25,96.18
O0000411,C00148,2023-09-06,285.89
O0000412,C00148,2024-04-17,260.45
O0000413,C00148,2025-07-21,121.31
O0000414,C00148,2025-08-24,219.98
O0000415,C00149,2024-12-01,256.77
O0000416,C00149,2025-03-22,147.82
O0000417,C00150,2023-09-11,211.19
O0000418,C00150,2023-12-24,275.76
O0000419,C00150,2024-10-18,34.07
O0000420,C00150,2024-10-31,144.93
O0000421,C00151,2023-05-24,294.36
O0000422,C00151,2023-06-16,103.2
O0000423,C00151,2023-12-11,219.13
O0000424,C00151,2025-02-04,217.98
O0000425,C00151,2025-02-07,296.19
O0000426,C00151,2025-12-27,247.83
O0000427,C00152,2025-02-01,208.48
O0000428,C00152,2025-04-01,209.15
O0000429,C00153,2023-11-02,215.71
O0000430,C00154,2025-04-25,238.12
O0000431,C00155,2023-08-02,160.56
O0000432,C00155,2024-03-27,97.17
O0000433,C00155,2024-08-05,180.26
O0000434,C00155,2025-06-20,131.01
O0000435,C00156,2025-06-02,285.27
O0000436,C00156,2025-10-13,140.81
O0000437,C00157,2023-01-16,250.7
O0000438,C00157,2025-04-20,206.05
O0000439,C00158,2023-03-24,158.47
O0000440,C00158,2023-06-27,112.59
O0000441,C00158,2025-07-23,201.37
O0000442,C00159,2024-03-25,203.18
O0000443,C00159,2025-03-05,202.84
O0000444,C00159,2025-05-30,291.5
O0000445,C00159,2025-10-29,253.83
O0000446,C00160,2025-08-13,233.15
O0000447,C00161,2023-06-18,275.38
O0000448,C00162,2024-09-19,170.78
O0000449,C00163,2024-12-19,187.99
O0000450,C00163,2025-08-31,273.08
O0000451,C00164,2023-02-02,179.75
O0000452,C00164,2023-04-25,160.5
O0000453,C00164,2025-03-19,290.89
O0000454,C00164,2025-04-23,260.65
O0000455,C00164,2025-11-24,-229.52
O0000456,C00165,2023-10-01,222.27
O0000457,C00165,2023-10-22,335.44
O0000458,C00166,2024-08-05,203.91
O0000459,C00167,2023-02-10,297.15
O0000460,C00167,2023-03-23,81.51
O0000461,C00168,2023-06-13,322.17
O0000462,C00168,2024-07-26,180.86
O0000463,C00168,2025-02-04,265.58
O0000464,C00168,2025-06-12,178.64
O0000465,C00168,2025-06-16,357.07
O0000466,C00169,2023-01-11,281.74
O0000467,C00169,2023-02-12,215.59
O0000468,C00169,2024-11-21,240.42
O0000469,C00170,2025-12-05,129.65
O0000470,C00171,2023-04-21,261.13
O0000471,C00172,2023-02-06,219.13
O0000472,C00172,2023-04-08,151.43
O0000473,C00172,2023-06-11,228.7
O0000474,C00172,2023-08-20,188.91
O0000475,C00172,2025-01-19,208.99
O0000476,C00172,2025-11-01,217.26
O0000477,C00173,2023-01-21,222.03
O0000478,C00173,2023-07-22,279.37
O0000479,C00173,2023-09-08,166.57
O0000480,C00173,2024-03-14,140.53
O0000481,C00173,2024-09-29,80.31
O0000482,C00173,2025-04-28,330.87
O0000483,C00174,2023-12-29,248.77
O0000484,C00174,2024-01-28,261.54
O0000485,C00174,2024-10-29,263.14
O0000486,C00174,2025-12-19,224.35
O0000487,C00175,2023-03-13,259.87
O0000488,C00175,2025-01-25,117.93
O0000489,C00175,2025-01-30,232.06
O0000490,C00175,2025-07-03,228.03
O0000491,C00176,2023-10-06,243.63
O0000492,C00177,2023-06-06,216.97
O0000493,C00177,2023-10-22,332.4
O0000494,C00177,2025-06-15,269.86
O0000495,C00177,2025-11-14,181.27
O0000496,C00178,2024-07-16,216.18
O0000497,C00179,2023-06-08,222.98
O0000498,C00180,2024-06-30,237.75
O0000499,C00181,2023-02-16,199.63
O0000500,C00181,2023-07-31,291.53
O0000501,C00181,2024-02-15,133.85
O0000502,C00181,2024-03-23,316.65
O0000503,C00181,2024-08-21,254.85
O0000504,C00181,2025-07-15,162.18
O0000505,C00182,2024-06-25,233.53
O0000506,C00183,2023-04-17,363.3
O0000507,C00183,2024-04-12,188.17
O0000508,C00184,2023-08-04,154.99
O0000509,C00184,2023-11-06,226.56
O0000510,C00184,2023-12-04,294.73
O0000511,C00184,2025-10-15,219.1
O0000512,C00184,2025-10-25,293.83
O0000513,C00185,2023-10-26,307.58
O0000514,C00186,2023-05-19,208.5
O0000515,C00186,2023-06-03,-140.72
O0000516,C00186,2024-07-25,273.4
O0000517,C00186,2025-03-14,303.04
O0000518,C00186,2025-11-16,229.44
O0000519,C00187,2023-03-23,147.71
O0000520,C00187,2023-10-19,321.4
O0000521,C00187,2023-11-29,201.22
O0000522,C00187,2024-01-31,296.3
O0000523,C00187,2025-02-02,211.91
O0000524,C00188,2023-09-26,202.49
O0000525,C00188,2024-01-02,323.42
O0000526,C00188,2024-06-29,186.11
O0000527,C00188,2025-02-28,294.39
O0000528,C00188,2025-07-17,252.38
O0000529,C00188,2025-11-19,271.78
O0000530,C00189,2023-01-14,207.97
O0000531,C00189,2023-04-13,149.85
O0000532,C00189,2024-12-21,172.91
O0000533,C00189,2025-03-12,210.53
O0000534,C00189,2025-12-07,274.95
O0000535,C00190,2024-05-07,365.63
O0000536,C00190,2024-06-13,278.1
O0000537,C00190,2024-10-27,234.26
O0000538,C00190,2025-08-22,290.57
O0000539,C00190,2025-10-11,185.06
O0000540,C00190,2025-11-23,299.65
O0000541,C00191,2023-08-12,204.95
O0000542,C00192,2024-11-30,89.9
O0000543,C00193,2023-11-05,207.81
O0000544,C00193,2024-04-10,244.93
O0000545,C00193,2024-09-20,278.74
O0000546,C00193,2025-12-20,331.59
O0000547,C00194,2024-08-21,213.6
O0000548,C00194,2025-03-06,167.1
O0000549,C00194,2025-12-20,299.27
O0000550,C00195,2023-07-07,267.33
O0000551,C00195,2024-03-13,215.19
O0000552,C00195,2025-11-18,315.65
O0000553,C00196,2024-06-20,274.77
O0000554,C00196,2025-04-20,224.36
O0000555,C00196,2025-08-17,228.92
O0000556,C00197,2025-07-11,168.43
O0000557,C00198,2024-07-14,157.98
O0000558,C00199,2023-08-31,216.05
O0000559,C00200,2025-05-03,216.56
O0000560,C00201,2023-05-23,264.74
O0000561,C00201,2024-04-26,281.78
O0000562,C00201,2024-12-20,258.13
O0000563,C00202,2024-03-21,335.25
O0000564,C00203,2023-08-06,129.95
O0000565,C00204,2025-06-03,101.27
O0000566,C00205,2023-04-18,246.11
O0000567,C00205,2023-05-01,128.47
O0000568,C00206,2023-09-28,211.62
O0000569,C00207,2023-01-28,197.59
O0000570,C00207,2023-02-12,203.37
O0000571,C00207,2023-04-14,206.08
O0000572,C00207,2023-06-01,364.51
O0000573,C00207,2024-11-21,194.12
O0000574,C00207,2025-12-02,192.95
O0000575,C00208,2023-04-12,131.19
O0000576,C00208,2023-07-21,363.74
O0000577,C00208,2024-10-26,291.39
O0000578,C00208,2025-01-29,162.1
O0000579,C00208,2025-08-03,237.31
O0000580,C00209,2024-01-25,94.79
O0000581,C00210,2025-10-03,205.39
O0000582,C00211,2023-05-20,256.93
O0000583,C00211,2024-04-18,229.85
O0000584,C00211,2025-07-03,183.84
O0000585,C00212,2023-04-11,241.95
O0000586,C00212,2024-08-25,234.48
O0000587,C00212,2025-02-28,153.72
O0000588,C00213,2023-04-18,297.19
O0000589,C00214,2023-07-03,213.34
O0000590,C00214,2024-01-04,166.89
O0000591,C00214,2025-02-07,418.54
O0000592,C00214,2025-03-11,277.85
O0000593,C00214,2025-04-04,199.39
O0000594,C00214,2025-11-01,286.32
O0000595,C00215,2024-10-27,245.04
O0000596,C00216,2023-06-04,207.61
O0000597,C00216,2024-03-16,158.54
O0000598,C00216,2024-09-03,263.42
O0000599,C00216,2025-04-26,140.99
O0000600,C00217,2023-10-15,148.9
O0000601,C00218,2023-06-14,292.44
O0000602,C00218,2023-09-30,329.2
O0000603,C00218,2024-12-03,155.98
O0000604,C00218,2025-04-13,225.07
O0000605,C00218,2025-07-08,176.41
O0000606,C00218,2025-09-15,342.21
O0000607,C00219,2023-02-14,226.01
O0000608,C00219,2024-03-06,211.46
O0000609,C00219,2024-07-25,205.16
O0000610,C00219,2024-08-06,227.66
O0000611,C00219,2024-09-22,323.35
O0000612,C00220,2023-08-17,226.95
O0000613,C00220,2025-03-20,334.12
O0000614,C00220,2025-07-06,230.56
O0000615,C00220,2025-11-25,265.69
O0000616,C00221,2023-11-03,387.41
O0000617,C00221,2025-10-22,222.84
O0000618,C00222,2023-05-26,113.15
O0000619,C00222,2023-06-02,258.18
O0000620,C00222,2024-02-28,232.27
O0000621,C00222,2024-06-08,229.59
O0000622,C00222,2025-06-06,292.88
O0000623,C00222,2025-12-27,250.36
O0000624,C00223,2023-02-21,316.08
O0000625,C00224,2023-03-16,254.85
O0000626,C00224,2025-08-07,160.88
O0000627,C00224,2025-08-26,272.23
O0000628,C00225,2023-11-23,293.45
O0000629,C00226,2023-02-16,241.44
O0000630,C00226,2023-07-24,230.28
O0000631,C00226,2024-05-11,163.44
O0000632,C00226,2024-05-22,249.14
O0000633,C00226,2024-07-27,247.93
O0000634,C00226,2025-12-31,249.63
O0000635,C00227,2024-12-16,239.97
O0000636,C00228,2023-05-06,131.38
O0000637,C00229,2023-07-20,281.76
O0000638,C00230,2023-06-27,222.26
O0000639,C00231,2023-01-09,347.0
O0000640,C00231,2023-11-07,340.42
O0000641,C00231,2024-01-04,192.34
O0000642,C00231,2025-02-02,404.42
O0000643,C00231,2025-04-24,284.44
O0000644,C00232,2023-04-07,214.21
O0000645,C00233,2023-02-06,309.39
O0000646,C00233,2024-01-23,100.61
O0000647,C00233,2024-05-17,239.8
O0000648,C00233,2024-11-20,315.92
O0000649,C00234,2023-06-16,80.83
O0000650,C00234,2024-02-15,286.2
O0000651,C00234,2024-05-19,258.07
O0000652,C00234,2024-06-13,40.19
O0000653,C00235,2023-11-01,162.43
O0000654,C00235,2025-01-16,319.52
O0000655,C00236,2023-03-26,248.56
O0000656,C00236,2025-03-13,285.83
O0000657,C00236,2025-04-19,86.9
O0000658,C00236,2025-06-18,37.61
O0000659,C00236,2025-10-24,193.17
O0000660,C00237,2024-03-25,217.22
O0000661,C00238,2023-06-26,352.08
O0000662,C00238,2024-05-01,4.85
O0000663,C00238,2024-07-24,172.6
O0000664,C00239,2025-09-18,254.9
O0000665,C00240,2025-06-12,241.82
O0000666,C00241,2023-08-28,215.76
O0000667,C00241,2023-08-31,246.34
O0000668,C00241,2025-05-17,272.03
O0000669,C00242,2023-01-13,178.39
O0000670,C00242,2023-07-27,203.52
O0000671,C00242,2023-10-07,337.51
O0000672,C00242,2023-11-07,246.02
O0000673,C00242,2024-05-14,221.39
O0000674,C00242,2025-07-19,174.3
O0000675,C00243,2025-10-11,280.48
O0000676,C00244,2023-01-02,217.85
O0000677,C00244,2023-05-22,142.47
O0000678,C00244,2024-07-12,207.42
O0000679,C00244,2025-10-08,245.94
O0000680,C00245,2023-09-24,292.19
O0000681,C00246,2025-01-10,156.39
O0000682,C00246,2025-09-11,216.02
O0000683,C00247,2023-12-20,204.49
O0000684,C00247,2024-03-19,119.23
O0000685,C00247,2024-05-29,280.85
O0000686,C00247,2024-11-28,-351.56
O0000687,C00247,2025-04-23,291.86
O0000688,C00248,2025-12-10,203.16
O0000689,C00249,2023-02-04,213.73
O0000690,C00249,2024-05-02,195.74
O0000691,C00249,2024-07-30,195.72
O0000692,C00249,2024-12-17,233.07
O0000693,C00249,2025-03-11,264.98
O0000694,C00250,2024-06-29,250.3
O0000695,C00250,2025-01-09,210.21
O0000696,C00250,2025-02-17,89.68
O0000697,C00250,2025-07-01,318.64
