customer_id,signup_date,channel,location
C00056,2/13/2023,organic,danang
C00057,7/2/2024,referral,hanoi
C00058,6/4/2023,email,taipei
C00059,1/16/2025,organic,hcmc
C00060,11/16/2024,referral,hcmc
C00061,7/15/2025,paid_search,hcmc
C00062,1/17/2025,social,hcmc
C00063,1/4/2024,social,hcmc
C00064,8/29/2025,email,hcmc
C00065,2/17/2024,social,hcmc
C00066,11/24/2023,referral,hcmc
C00067,6/28/2025,paid_search,hcmc
C00068,1/7/2024,paid_search,danang
C00069,3/18/2023,social,hcmc
C00070,4/16/2024,referral,hcmc
C00071,3/9/2025,organic,hcmc
C00072,7/10/2023,organic,hcmc
C00073,4/9/2024,social,hcmc
C00074,5/11/2023,social,hanoi
C00075,11/20/2024,social,danang
C00076,4/22/2024,social,hcmc
C00077,11/28/2023,email,hanoi
C00078,8/16/2023,social,hcmc
C00079,7/20/2024,referral,hcmc
C00080,11/3/2024,social,hcmc
C00081,8/2/2025,organic,hcmc
C00082,3/14/2024,social,hanoi
C00083,6/11/2023,paid_search,hanoi
C00084,4/16/2025,email,hanoi
C00085,9/24/2024,email,hcmc
C00086,12/4/2024,paid_search,hanoi
C00087,4/8/2023,social,hcmc
C00088,11/10/2023,paid_search,hcmc
C00089,2/9/2025,paid_search,hcmc
C00090,4/15/2025,paid_search,hanoi
C00091,3/12/2024,referral,danang
C00092,3/18/2025,referral,hcmc
C00093,4/25/2025,paid_search,hanoi
C00094,1/25/2024,paid_search,taipei
C00095,6/20/2025,email,taipei
C00096,10/17/2023,email,hcmc
C00097,8/29/2023,paid_search,hanoi
C00098,11/16/2024,email,hanoi
C00099,10/1/2024,paid_search,taipei
C00100,5/21/2023,organic,hcmc
C00101,4/16/2025,social,danang
C00102,7/20/2023,organic,hcmc
C00103,3/19/2025,email,taipei
C00104,1/8/2023,paid_search,hcmc
C00105,3/11/2025,organic,hcmc
C00106,3/1/2025,paid_search,hcmc
C00107,2/22/2025,social,hcmc
C00108,10/29/2024,organic,hcmc
C00109,4/18/2024,social,hcmc
C00110,12/8/2024,paid_search,hcmc
C00111,10/6/2023,social,hcmc
C00112,2/22/2025,email,taipei
C00113,7/11/2024,email,taipei
C00114,4/5/2024,email,hanoi
C00115,5/22/2024,organic,hcmc
C00116,7/25/2024,social,hcmc
C00117,2/7/2023,paid_search,danang
C00118,5/21/2023,paid_search,hcmc
C00119,9/4/2023,social,hcmc
C00120,4/25/2023,organic,danang
C00121,3/17/2024,paid_search,danang
C00122,11/2/2024,paid_search,hcmc
C00123,10/19/2024,organic,hanoi
C00124,4/17/2024,organic,hcmc
C00125,5/8/2025,organic,taipei
C00126,7/21/2024,paid_search,hcmc
C00127,3/21/2023,email,hcmc
C00128,2/7/2025,paid_search,hanoi
C00129,7/30/2024,paid_search,hcmc
C00130,9/29/2024,organic,hanoi
C00131,7/21/2024,email,hcmc
C00132,7/9/2024,social,taipei
C00133,4/1/2023,organic,taipei
C00134,7/15/2024,organic,hcmc
C00135,3/9/2025,social,taipei
C00136,11/2/2023,organic,hcmc
C00137,8/28/2024,email,hcmc
C00138,1/31/2023,paid_search,hcmc
C00139,12/15/2023,email,taipei
C00140,3/14/2024,organic,taipei
C00141,9/13/2025,organic,danang
C00142,8/4/2023,email,taipei
C00143,10/5/2023,email,danang
C00144,2/15/2024,paid_search,hcmc
C00145,9/23/2025,paid_search,danang
C00146,5/6/2025,organic,hanoi
C00147,2/4/2023,paid_search,hcmc
C00148,8/23/2023,referral,hanoi
C00149,4/4/2025,social,hcmc
C00150,2/28/2023,paid_search,hcmc
C00151,5/9/2025,email,hcmc
C00152,10/10/2023,organic,hcmc
C00153,7/10/2025,social,hcmc
C00154,10/22/2023,paid_search,taipei
C00155,3/12/2024,paid_search,hanoi
C00156,10/26/2024,organic,hcmc
C00157,5/7/2023,organic,hcmc
C00158,7/13/2024,organic,hcmc
C00159,5/22/2024,social,hcmc
C00160,2/26/2025,organic,taipei
C00161,9/27/2025,paid_search,hcmc
C00162,10/28/2024,referral,hanoi
C00163,2/15/2024,paid_search,taipei
C00164,2/13/2024,social,hanoi
C00165,2/24/2024,organic,taipei
C00166,3/28/2025,organic,hcmc
C00167,11/19/2023,social,taipei
C00168,6/17/2023,social,hanoi
C00169,12/2/2023,organic,taipei
C00170,1/23/2023,organic,hanoi
C00171,4/17/2023,referral,taipei
C00172,4/1/2023,email,danang
C00173,2/13/2025,paid_search,hcmc
C00174,12/26/2024,organic,taipei
C00175,11/30/2024,referral,hanoi
C00176,4/8/2024,referral,hcmc
C00177,12/20/2024,social,danang
C00178,6/11/2023,paid_search,hcmc
C00179,6/23/2025,paid_search,hanoi
C00180,5/18/2024,organic,hcmc
C00181,7/30/2025,paid_search,hcmc
C00182,6/2/2023,social,taipei
C00183,5/14/2024,referral,hcmc
C00184,11/30/2024,organic,hcmc
C00185,5/12/2024,paid_search,hcmc
C00186,3/23/2024,referral,hcmc
C00187,6/16/2023,email,taipei
C00188,1/18/2024,email,taipei
C00189,8/28/2023,paid_search,hcmc
C00190,10/30/2023,email,hanoi
C00191,11/17/2024,organic,hcmc
C00192,9/24/2024,organic,hanoi
C00193,9/1/2024,email,hcmc
C00194,12/30/2023,organic,hcmc
C00195,8/21/2025,social,hcmc
C00196,3/30/2023,referral,hanoi
C00197,12/10/2023,organic,hcmc
C00198,4/29/2023,social,hcmc
C00199,12/7/2023,email,taipei
C00200,8/23/2025,email,hanoi
C00201,1/3/2024,social,hcmc
C00202,7/1/2025,organic,taipei
C00203,5/12/2024,social,taipei
C00204,12/3/2024,paid_search,hcmc
C00205,4/4/2024,email,hanoi
C00206,9/24/2023,organic,hcmc
C00207,2/6/2025,paid_search,hanoi
C00208,8/31/2025,referral,hcmc
C00209,9/22/2023,social,hanoi
C00210,2/20/2025,paid_search,hcmc
C00211,9/20/2023,email,hcmc
C00212,12/20/2024,paid_search,danang
C00213,3/3/2025,paid_search,hcmc
C00214,3/27/2024,referral,taipei
C00215,1/9/2025,organic,danang
C00216,10/1/2023,paid_search,taipei
C00217,3/21/2023,social,hcmc
C00218,4/7/2023,email,taipei
C00219,3/24/2024,paid_search,hcmc
C00220,6/25/2025,referral,hcmc
C00221,5/9/2023,referral,taipei
C00222,4/2/2024,referral,hanoi
C00223,12/7/2024,email,hcmc
C00224,7/23/2023,social,hcmc
C00225,12/25/2024,paid_search,taipei
C00226,11/4/2023,organic,hanoi
C00227,3/22/2025,social,hcmc
C00228,8/4/2024,organic,taipei
C00229,7/3/2024,email,hcmc
C00230,6/27/2023,social,hcmc
C00231,4/10/2024,referral,hanoi
C00232,5/10/2025,paid_search,danang
C00233,1/20/2023,social,hcmc
C00234,1/31/2025,social,hcmc
C00235,5/9/2024,organic,hcmc
C00236,12/23/2024,paid_search,taipei
C00237,10/27/2024,organic,hcmc
C00238,3/9/2024,paid_search,hcmc
C00239,11/6/2023,social,danang
C00240,9/21/2024,social,hcmc
C00241,5/21/2023,paid_search,hanoi
C00242,8/9/2024,organic,hcmc
C00243,4/6/2023,organic,taipei
C00244,10/14/2024,organic,hcmc
C00245,9/23/2024,organic,hcmc
C00246,3/26/2023,social,hcmc
C00247,1/30/2025,social,hanoi
C00248,2/22/2024,organic,taipei
C00249,3/1/2025,email,hcmc
C00250,2/11/2023,organic,hcmc
C00251,6/30/2023,social,taipei
C00252,5/10/2024,social,hcmc
C00253,7/8/2023,paid_search,hcmc
C00254,11/28/2023,paid_search,hanoi
C00255,10/25/2024,email,hcmc
C00256,5/26/2023,paid_search,hcmc
C00257,11/11/2024,paid_search,hcmc
C00258,4/14/2023,paid_search,hcmc
C00259,6/25/2023,paid_search,hcmc
C00260,8/12/2024,social,hanoi
C00261,3/7/2025,paid_search,hanoi
C00262,6/21/2023,organic,hcmc
C00263,10/29/2023,email,taipei
C00264,7/17/2025,social,hcmc
C00265,9/20/2025,paid_search,taipei
C00266,8/6/2024,social,hcmc
C00267,3/24/2024,social,taipei
C00268,12/15/2023,social,hcmc
C00269,9/6/2024,paid_search,hcmc
C00270,8/16/2024,social,hcmc
C00271,10/23/2023,paid_search,hcmc
C00272,1/23/2023,social,hcmc
C00273,6/2/2023,paid_search,hanoi
C00274,8/20/2025,social,taipei
C00275,2/24/2024,paid_search,hcmc
C00276,4/29/2024,referral,taipei
C00277,4/13/2024,paid_search,taipei
C00278,2/24/2025,paid_search,taipei
C00279,3/7/2023,paid_search,hanoi
C00280,3/25/2023,email,hanoi
C00281,10/4/2023,social,hcmc
C00282,5/3/2024,organic,hanoi
C00283,11/4/2024,referral,danang
C00284,5/7/2024,paid_search,hcmc
C00285,3/18/2024,paid_search,hcmc
C00286,7/30/2025,organic,hcmc
C00287,6/11/2023,email,danang
C00288,7/28/2024,paid_search,hcmc
C00289,6/28/2024,organic,hanoi
C00290,4/20/2024,paid_search,taipei
C00291,3/21/2025,email,danang
C00292,9/26/2023,paid_search,hcmc
C00293,8/15/2025,social,taipei
C00294,11/29/2023,paid_search,taipei
C00295,7/1/2024,social,hcmc
C00296,6/6/2024,paid_search,taipei
C00297,5/3/2025,paid_search,hcmc
C00298,3/16/2024,paid_search,hanoi
C00299,10/13/2023,organic,hcmc
C00300,1/22/2023,paid_search,hcmc
C00301,1/1/2024,referral,hcmc
C00302,4/9/2025,paid_search,hcmc
C00303,1/10/2023,email,hcmc
C00304,6/18/2025,paid_search,hanoi
C00305,6/28/2024,social,hcmc
C00306,5/21/2023,social,hcmc
C00307,10/31/2023,organic,hanoi
C00308,7/10/2024,organic,hanoi
C00309,11/13/2023,referral,hcmc
C00310,4/20/2023,social,danang
C00311,10/30/2024,social,hcmc
C00312,11/5/2024,social,taipei
C00313,4/30/2023,paid_search,hcmc
C00314,10/10/2023,organic,hanoi
C00315,9/2/2023,organic,danang
C00316,10/24/2024,paid_search,taipei
C00317,1/3/2025,organic,hanoi
C00318,12/30/2024,organic,hanoi
C00319,7/31/2025,paid_search,hcmc
C00320,2/10/2025,organic,hanoi
C00321,11/18/2023,email,taipei
C00322,4/19/2023,email,danang
C00323,9/9/2024,paid_search,hcmc
C00324,7/8/2025,social,hcmc
C00325,9/6/2025,paid_search,hanoi
C00326,8/20/2023,organic,hcmc
C00327,8/26/2023,paid_search,hcmc
C00328,2/7/2023,paid_search,hcmc
C00329,5/22/2023,social,hanoi
C00330,7/11/2024,email,hcmc
C00331,7/2/2024,referral,hcmc
C00332,1/8/2024,paid_search,hcmc
C00333,11/8/2023,organic,taipei
C00334,4/13/2025,social,hanoi
C00335,4/6/2024,email,hcmc
C00336,3/22/2025,email,hcmc
C00337,8/25/2025,email,hanoi
C00338,11/15/2023,organic,hcmc
C00339,7/23/2023,social,hanoi
C00340,8/14/2025,paid_search,hcmc
C00341,9/29/2024,paid_search,danang
C00342,10/20/2023,organic,hcmc
C00343,9/16/2024,paid_search,hanoi
C00344,6/1/2024,referral,hcmc
C00345,6/28/2025,referral,danang
C00346,9/14/2023,paid_search,danang
C00347,9/22/2025,social,hanoi
C00348,7/28/2025,paid_search,hcmc
C00349,7/1/2023,paid_search,hcmc
C00350,6/15/2023,organic,taipei
C00351,6/19/2024,social,hanoi
C00352,2/15/2023,organic,hcmc
C00353,10/27/2023,social,hcmc
C00354,3/12/2024,paid_search,hcmc
C00355,8/31/2025,referral,taipei
C00356,9/23/2025,social,hanoi
C00357,6/2/2023,paid_search,hanoi
C00358,6/14/2025,paid_search,hanoi
C00359,4/2/2023,social,hcmc
C00360,1/21/2025,referral,hcmc
C00361,4/29/2025,paid_search,hcmc
C00362,6/13/2025,organic,taipei
C00363,8/13/2023,paid_search,hcmc
C00364,6/16/2025,paid_search,hcmc
C00365,4/27/2023,paid_search,hcmc
C00366,6/4/2024,organic,hcmc
C00367,4/16/2024,paid_search,hanoi
C00368,11/14/2023,social,hcmc
C00369,1/23/2023,paid_search,hcmc
C00370,2/14/2025,social,taipei
C00371,12/3/2023,referral,hcmc
C00372,10/26/2024,paid_search,hcmc
C00373,2/16/2024,organic,hcmc
C00374,1/11/2024,email,taipei
C00375,6/8/2025,email,hcmc
C00376,4/5/2023,social,taipei
C00377,1/9/2025,referral,danang
C00378,1/19/2025,paid_search,hanoi
C00379,1/17/2024,social,hcmc
C00380,9/21/2023,paid_search,hanoi
C00381,1/6/2023,social,hcmc
C00382,7/29/2025,social,hcmc
C00383,8/9/2025,organic,hcmc
C00384,8/30/2023,social,hcmc
C00385,2/2/2023,social,hcmc
C00386,5/4/2023,social,hcmc
C00387,3/9/2023,paid_search,hcmc
C00388,4/14/2025,paid_search,hcmc
C00389,6/14/2025,organic,hanoi
C00390,6/3/2023,paid_search,danang
C00391,1/19/2025,referral,hcmc
C00392,6/29/2023,email,hanoi
C00393,1/4/2024,organic,hcmc
C00394,8/24/2024,paid_search,hcmc
C00395,12/23/2024,organic,hcmc
C00396,5/28/2025,social,hcmc
C00397,2/14/2023,email,hcmc
C00398,7/17/2023,social,hcmc
C00399,10/9/2023,social,hcmc
C00400,11/8/2023,paid_search,hcmc
C00401,9/29/2025,paid_search,hcmc
C00402,2/19/2025,referral,hcmc
C00403,11/18/2023,referral,hcmc
C00404,9/2/2025,paid_search,hcmc
C00405,5/16/2024,organic,hcmc
C00406,5/17/2024,paid_search,hcmc
C00407,3/11/2024,email,hcmc
C00408,5/25/2023,social,hcmc
C00409,7/27/2025,email,danang
C00410,1/14/2023,paid_search,hcmc
C00411,6/24/2023,social,hcmc
C00412,8/19/2023,paid_search,hcmc
C00413,10/8/2023,paid_search,danang
C00414,5/13/2023,referral,hanoi
C00415,1/19/2023,social,hanoi
C00416,11/11/2024,organic,danang
C00417,8/31/2025,social,hcmc
C00418,5/3/2023,social,danang
C00419,10/25/2023,paid_search,hcmc
C00420,5/23/2024,referral,hanoi
C00421,7/20/2025,paid_search,hcmc
C00422,11/28/2024,paid_search,hcmc
C00423,2/8/2025,organic,danang
C00424,8/6/2024,referral,hcmc
C00425,2/23/2024,social,danang
C00426,7/20/2023,email,hcmc
C00427,5/17/2025,email,hanoi
C00428,3/18/2025,social,danang
C00429,1/26/2023,referral,hcmc
C00430,12/19/2024,social,danang
C00431,3/26/2023,email,hanoi
C00432,1/11/2025,paid_search,hanoi
C00433,4/9/2025,social,hcmc
C00434,5/12/2023,social,hcmc
C00435,3/11/2024,email,hanoi
C00436,5/5/2023,email,hcmc
C00437,7/23/2024,paid_search,hcmc
C00438,7/20/2025,email,hcmc
C00439,3/23/2023,social,taipei
C00440,2/4/2024,email,hcmc
C00441,9/4/2025,social,hanoi
C00442,10/30/2023,referral,danang
C00443,5/13/2023,organic,hcmc
C00444,5/5/2024,organic,hcmc
C00445,5/25/2024,paid_search,hanoi
C00446,10/27/2024,email,hcmc
C00447,11/11/2023,paid_search,hanoi
C00448,8/17/2025,referral,hanoi
C00449,6/7/2024,email,hanoi
C00450,10/15/2023,paid_search,hcmc
C00451,8/22/2025,paid_search,hanoi
C00452,7/17/2025,paid_search,hanoi
C00453,5/16/2024,referral,hcmc
C00454,1/25/2023,social,hanoi
C00455,8/22/2024,social,taipei
C00456,7/11/2024,organic,hanoi
C00457,5/29/2023,email,hcmc
C00458,9/28/2024,email,hcmc
C00459,4/24/2025,paid_search,hcmc
C00460,4/17/2023,social,hcmc
C00461,12/27/2024,social,hcmc
C00462,5/21/2023,email,danang
C00463,1/21/2025,organic,hcmc
C00464,2/25/2024,paid_search,taipei
C00465,1/7/2023,paid_search,hcmc
C00466,8/28/2025,social,hcmc
C00467,6/16/2023,organic,hcmc
C00468,8/21/2024,social,hcmc
C00469,7/2/2023,organic,taipei
C00470,7/25/2025,paid_search,danang
C00471,1/11/2025,social,taipei
C00472,3/18/2025,organic,hcmc
C00473,3/9/2024,social,taipei
C00474,4/14/2024,paid_search,hcmc
C00475,9/28/2024,organic,danang
C00476,2/26/2025,email,hcmc
C00477,4/30/2025,paid_search,hcmc
C00478,1/18/2023,organic,hcmc
C00479,10/28/2024,organic,hcmc
C00480,4/20/2023,organic,hcmc
C00481,10/17/2023,organic,danang
C00482,4/12/2025,email,taipei
C00483,9/9/2023,organic,danang
C00484,3/11/2025,paid_search,hcmc
C00485,4/9/2024,social,hanoi
C00486,8/22/2023,paid_search,hcmc
C00487,12/2/2023,organic,hcmc
C00488,6/16/2024,social,hcmc
C00489,2/7/2025,organic,hcmc
C00490,8/31/2024,paid_search,hanoi
C00491,7/25/2025,paid_search,hcmc
C00492,5/21/2025,paid_search,hcmc
C00493,1/26/2025,email,hanoi
C00494,8/28/2024,social,hcmc
C00495,10/19/2023,paid_search,danang
C00496,2/19/2024,social,hcmc
C00497,4/30/2023,email,taipei
C00498,1/11/2024,paid_search,hanoi
C00499,7/19/2025,social,hanoi
C00500,3/3/2024,paid_search,hanoi
C00501,4/25/2023,paid_search,taipei
C00502,10/16/2024,paid_search,hanoi
C00503,8/24/2025,paid_search,hcmc
C00504,5/20/2025,social,hcmc
C00505,10/3/2023,paid_search,hanoi
C00506,3/31/2024,paid_search,hcmc
C00507,6/17/2024,social,hcmc
C00508,9/6/2023,social,hcmc
C00509,9/27/2023,social,hcmc
C00510,8/26/2023,paid_search,hcmc
C00511,9/25/2025,organic,hanoi
C00512,1/18/2025,paid_search,taipei
C00513,4/24/2025,paid_search,taipei
C00514,3/30/2025,organic,hcmc
C00515,8/20/2025,social,hcmc
C00516,4/16/2023,social,hanoi
C00517,6/4/2025,organic,hcmc
C00518,3/8/2023,email,hanoi
C00519,4/22/2024,organic,hcmc
C00520,8/19/2024,social,danang
C00521,12/26/2023,paid_search,hcmc
C00522,5/27/2023,paid_search,taipei
C00523,7/13/2023,email,hanoi
C00524,4/7/2025,organic,hcmc
C00525,11/16/2023,email,hanoi
C00526,11/8/2023,paid_search,hcmc
C00527,7/16/2025,social,taipei
C00528,5/25/2023,referral,hanoi
C00529,7/7/2025,paid_search,hcmc
C00530,7/13/2025,organic,hcmc
C00531,8/23/2024,social,taipei
C00532,6/16/2023,organic,hcmc
C00533,6/6/2023,email,taipei
C00534,10/13/2023,email,taipei
C00535,8/2/2024,social,hanoi
C00536,6/4/2023,paid_search,hcmc
C00537,4/2/2024,social,hanoi
C00538,4/26/2023,email,danang
C00539,6/26/2024,referral,hcmc
C00540,1/22/2023,organic,hcmc
C00541,12/12/2024,organic,hcmc
C00542,2/25/2023,organic,hcmc
C00543,7/15/2023,organic,hanoi
C00544,6/25/2023,paid_search,hcmc
C00545,4/14/2025,paid_search,hanoi
C00546,2/23/2023,organic,hcmc
C00547,3/6/2024,organic,hcmc
C00548,8/16/2024,organic,hcmc
C00549,6/2/2024,referral,taipei
C00550,11/14/2024,paid_search,hanoi
C00551,3/17/2025,organic,hcmc
C00552,1/31/2024,organic,taipei
C00553,4/11/2025,social,hcmc
C00554,11/16/2023,organic,hcmc
C00555,9/15/2025,social,hcmc
C00556,5/21/2024,organic,danang
C00557,1/8/2025,email,hanoi
C00558,5/28/2025,organic,hanoi
C00559,3/6/2025,email,hcmc
C00560,5/4/2025,paid_search,hcmc
C00561,6/22/2024,email,hanoi
C00562,2/13/2023,social,hcmc
C00563,5/10/2024,paid_search,danang
C00564,7/2/2023,organic,taipei
C00565,6/11/2025,social,hcmc
C00566,8/26/2023,organic,hanoi
C00567,8/17/2023,paid_search,danang
C00568,9/8/2023,email,hcmc
C00569,10/7/2024,referral,hanoi
C00570,7/27/2024,referral,danang
C00571,8/10/2025,social,hcmc
C00572,2/22/2024,organic,taipei
C00573,10/11/2023,organic,hcmc
C00574,2/19/2023,social,hanoi
C00575,1/8/2023,organic,taipei
C00576,1/11/2024,referral,hanoi
C00577,7/18/2025,social,hcmc
C00578,6/9/2024,paid_search,hanoi
C00579,6/16/2025,email,hcmc
C00580,4/13/2023,paid_search,hcmc
C00581,4/4/2023,referral,hcmc
C00582,4/16/2025,referral,hanoi
C00583,4/18/2023,paid_search,hcmc
C00584,2/22/2023,social,hcmc
C00585,2/10/2024,paid_search,taipei
C00586,7/17/2025,paid_search,hcmc
C00587,11/23/2024,organic,hcmc
C00588,4/10/2023,paid_search,hcmc
C00589,4/20/2025,paid_search,hcmc
C00590,4/26/2025,social,hanoi
C00591,3/14/2025,paid_search,hcmc
C00592,6/25/2025,referral,hcmc
C00593,8/29/2023,organic,danang
C00594,9/10/2025,social,taipei
C00595,11/18/2023,social,hanoi
C00596,3/16/2025,paid_search,taipei
C00597,8/4/2024,social,danang
C00598,2/21/2025,paid_search,hcmc
C00599,9/22/2024,email,hanoi
C00600,10/7/2024,organic,hanoi
C00601,9/10/2024,paid_search,hcmc
C00602,2/21/2025,social,hcmc
C00603,1/11/2025,email,hcmc
C00604,5/16/2023,organic,hanoi
C00605,4/9/2025,paid_search,taipei
C00606,6/22/2024,paid_search,taipei
C00607,11/21/2023,organic,hcmc
C00608,5/31/2024,social,hcmc
C00609,8/28/2025,organic,hcmc
C00610,5/11/2025,paid_search,hcmc
C00611,4/17/2025,referral,danang
C00612,4/9/2024,organic,taipei
C00613,2/26/2025,social,danang
C00614,1/22/2024,social,taipei
C00615,11/19/2024,paid_search,danang
C00616,10/4/2024,referral,hcmc
C00617,9/8/2023,organic,hcmc
C00618,9/25/2023,referral,hcmc
C00619,3/3/2023,organic,hcmc
C00620,5/21/2023,social,hcmc
C00621,3/11/2024,social,hcmc
C00622,4/24/2024,paid_search,danang
C00623,6/15/2023,referral,hcmc
C00624,2/23/2024,organic,danang
C00625,8/29/2024,social,taipei
C00626,8/22/2023,paid_search,hanoi
C00627,12/6/2023,social,hanoi
C00628,1/4/2024,referral,hcmc
C00629,5/22/2024,organic,hanoi
C00630,1/3/2024,paid_search,hcmc
C00631,1/9/2025,email,danang
C00632,11/25/2023,paid_search,hcmc
C00633,3/11/2024,email,hcmc
C00634,1/16/2024,organic,hanoi
C00635,7/3/2023,paid_search,hanoi
C00636,11/19/2024,social,hcmc
C00637,8/25/2023,paid_search,hanoi
C00638,10/26/2023,paid_search,hcmc
C00639,3/6/2025,organic,hanoi
C00640,8/10/2025,social,hcmc
C00641,11/4/2024,email,hcmc
C00642,7/9/2025,paid_search,hcmc
C00643,5/7/2025,organic,hcmc
C00644,4/27/2024,organic,hcmc
C00645,2/12/2025,paid_search,hcmc
C00646,11/26/2023,social,hcmc
C00647,4/7/2024,email,hcmc
C00648,6/21/2024,social,hcmc
C00649,8/22/2025,email,hcmc
C00650,5/1/2025,organic,hanoi
C00651,5/6/2024,organic,danang
C00652,10/17/2024,paid_search,hcmc
C00653,7/23/2023,social,danang
C00654,3/18/2025,email,hcmc
C00655,7/9/2024,paid_search,hcmc
C00656,6/18/2024,email,hanoi
C00657,2/8/2025,paid_search,taipei
C00658,9/27/2024,organic,taipei
C00659,3/14/2023,email,hcmc
C00660,10/17/2023,organic,taipei
C00661,6/27/2023,email,hcmc
C00662,1/7/2025,social,hcmc
C00663,2/5/2023,social,hcmc
C00664,7/23/2023,organic,danang
C00665,8/22/2024,paid_search,hcmc
C00666,11/28/2024,paid_search,taipei
C00667,5/20/2024,referral,hanoi
C00668,5/14/2025,referral,hanoi
C00669,7/11/2025,social,hanoi
C00670,5/13/2023,email,taipei
C00671,8/14/2025,paid_search,hcmc
C00672,9/8/2024,organic,hcmc
C00673,9/30/2024,social,hanoi
C00674,4/6/2023,social,hcmc
C00675,9/16/2024,paid_search,hcmc
C00676,12/29/2024,paid_search,hcmc
C00677,8/6/2024,organic,hcmc
C00678,3/26/2023,referral,hcmc
C00679,6/9/2024,email,hcmc
C00680,7/28/2025,organic,danang
C00681,12/27/2024,social,hcmc
C00682,5/18/2023,paid_search,danang
C00683,8/21/2025,paid_search,danang
C00684,8/20/2025,referral,hcmc
C00685,6/20/2023,paid_search,hanoi
C00686,3/15/2025,social,hanoi
C00687,2/13/2024,referral,hanoi
C00688,8/19/2024,paid_search,hcmc
C00689,3/22/2024,organic,hcmc
C00690,2/24/2025,paid_search,hcmc
C00691,9/27/2025,paid_search,hanoi
C00692,3/9/2025,social,danang
C00693,7/24/2025,social,hanoi
C00694,8/7/2025,paid_search,hanoi
C00695,4/1/2023,social,danang
C00696,9/12/2023,organic,hanoi
C00697,12/25/2024,organic,hcmc
C00698,8/15/2024,organic,taipei
C00699,2/20/2023,paid_search,hcmc
C00700,4/6/2023,paid_search,hcmc
C00701,6/6/2024,social,hcmc
C00702,9/10/2024,email,danang
C00703,6/18/2023,referral,hcmc
C00704,6/21/2023,paid_search,hcmc
C00705,5/10/2023,paid_search,hcmc
C00706,7/21/2024,paid_search,hcmc
C00707,1/8/2023,paid_search,hcmc
C00708,7/28/2024,paid_search,hanoi
C00709,4/22/2024,social,taipei
C00710,4/12/2024,social,hcmc
C00711,11/12/2024,paid_search,hcmc
C00712,6/8/2024,paid_search,hcmc
C00713,12/31/2024,organic,hcmc
C00714,2/5/2025,email,hanoi
C00715,7/12/2025,social,hanoi
C00716,3/13/2025,social,hanoi
C00717,6/3/2024,social,hcmc
C00718,5/9/2024,organic,hanoi
C00719,8/25/2023,social,hcmc
C00720,8/24/2024,organic,hcmc
C00721,5/20/2023,organic,danang
C00722,7/23/2025,paid_search,taipei
C00723,4/28/2025,paid_search,danang
C00724,5/1/2023,paid_search,danang
C00725,2/28/2025,paid_search,hanoi
C00726,4/28/2023,social,danang
C00727,12/25/2024,paid_search,hcmc
C00728,3/30/2023,paid_search,hcmc
C00729,5/5/2024,paid_search,hcmc
C00730,10/22/2024,social,hcmc
C00731,1/1/2025,social,hcmc
C00732,2/25/2024,organic,hcmc
C00733,7/14/2025,paid_search,hanoi
C00734,2/16/2025,paid_search,taipei
C00735,7/29/2023,organic,hanoi
C00736,11/4/2024,social,hcmc
C00737,1/3/2025,social,hanoi
C00738,12/1/2023,social,hcmc
C00739,1/11/2025,email,hcmc
